neuron,formula,iou,weight_entailment,weight_neutral,weight_contradiction
1526,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:inside OR hypothesis:outdoors OR hypothesis:outside)),0.1871657818555832,0.0150146484375,-0.006622314453125,0.034423828125
1692,(hypothesis:hair OR hypothesis:shirt OR hypothesis:tall OR hypothesis:wearing OR premise:asia),0.18622174859046936,-0.033203125,-0.006500244140625,-0.004058837890625
973,(premise:3 OR (hypothesis:indoors AND (NOT hypothesis:playing)) OR (hypothesis:outdoors AND (NOT hypothesis:playing)) OR (hypothesis:outside AND (NOT hypothesis:playing))),0.18602029979228973,-0.049560546875,-0.000743865966796875,-0.0194091796875
676,(hypothesis:flying OR hypothesis:inside OR hypothesis:multiple OR hypothesis:outdoors OR hypothesis:outside),0.18564102053642273,-0.035400390625,-0.0118408203125,-0.030029296875
1094,((NOT premise:outside) AND (hypothesis:outdoors OR hypothesis:outside OR hypothesis:track OR hypothesis:vacation)),0.18487395346164703,0.00958251953125,0.001922607421875,0.015869140625
512,(hypothesis:light OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:wearing OR hypothesis:wears),0.18471872806549072,-0.0012969970703125,-0.00714111328125,0.0036773681640625
1410,(hypothesis:object OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.18237453699111938,-0.0244140625,-0.0203857421875,-0.0224609375
99,((NOT hypothesis:playing) AND (hypothesis:humans OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside)),0.18223759531974792,0.01470947265625,0.0012359619140625,-0.000896453857421875
1655,(premise:boxing OR (hypothesis:indoors AND (NOT hypothesis:playing)) OR (hypothesis:outdoors AND (NOT hypothesis:playing)) OR (hypothesis:outside AND (NOT hypothesis:playing))),0.18192219734191895,0.026611328125,0.0113525390625,-0.00958251953125
1995,(hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:center OR premise:gold),0.1809210479259491,-0.00090789794921875,-0.0004138946533203125,0.0233154296875
1069,(hypothesis:asleep OR hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:sleeps),0.18061089515686035,0.01953125,-0.00830078125,0.000911712646484375
810,(premise:video OR (hypothesis:happy AND (NOT premise:outside)) OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.17995169758796692,-0.004608154296875,0.00970458984375,0.0031585693359375
802,(hypothesis:tv OR (hypothesis:asleep AND (NOT premise:sitting)) OR (hypothesis:sitting AND (NOT premise:sitting)) OR (hypothesis:sleeping AND (NOT premise:sitting))),0.1799485832452774,-0.01300048828125,-0.0166015625,0.00726318359375
1902,(hypothesis:blue OR hypothesis:green OR hypothesis:tall OR hypothesis:wearing OR hypothesis:white),0.17985612154006958,0.005645751953125,0.02001953125,0.02001953125
918,(hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:swimming),0.17870722711086273,-0.011962890625,-0.0263671875,-0.008056640625
1608,(hypothesis:enjoying OR hypothesis:fun OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside),0.17864693701267242,0.0198974609375,-0.0034942626953125,-0.016357421875
1787,(hypothesis:black OR hypothesis:shirt OR hypothesis:smiling OR hypothesis:tall OR hypothesis:wearing),0.1785365790128708,0.0048828125,0.029296875,-0.007720947265625
313,(hypothesis:age OR hypothesis:wearing OR hypothesis:wet OR premise:circle OR premise:wheeled),0.1783132553100586,0.0019683837890625,-0.04345703125,-0.038818359375
326,(hypothesis:asleep OR hypothesis:bald OR hypothesis:sleep OR hypothesis:sleeping OR hypothesis:sleeps),0.17795275151729584,-0.0120849609375,0.032958984375,5.316734313964844e-05
876,(hypothesis:light OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:tall OR premise:bone),0.17782656848430634,-0.00933837890625,0.006378173828125,-0.0115966796875
953,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:open OR hypothesis:outdoors OR hypothesis:outside)),0.1772727221250534,0.007293701171875,0.00677490234375,0.047119140625
1142,(hypothesis:black OR hypothesis:green OR hypothesis:old OR hypothesis:shirt OR hypothesis:wearing),0.1772388070821762,0.004486083984375,-0.002899169921875,0.001617431640625
2031,(premise:speaks OR (hypothesis:outdoors AND (NOT hypothesis:playing) AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT hypothesis:playing) AND (NOT premise:outside))),0.1768447905778885,-0.0220947265625,-0.01220703125,0.0164794921875
1365,(hypothesis:outdoors OR hypothesis:outside OR hypothesis:shopping OR hypothesis:tired OR hypothesis:vacation),0.17640572786331177,0.005157470703125,0.0048828125,0.00860595703125
19,((NOT hypothesis:playing) AND (hypothesis:multiple OR hypothesis:outdoors OR hypothesis:outside OR premise:matching)),0.17599067091941833,0.0181884765625,0.0019073486328125,0.00732421875
479,(hypothesis:outdoors OR hypothesis:shirt OR hypothesis:wearing OR hypothesis:wears OR hypothesis:white),0.17578125,-0.0235595703125,0.003265380859375,0.000904083251953125
1023,(hypothesis:black OR hypothesis:pink OR hypothesis:shirt OR hypothesis:wearing OR hypothesis:wrestler),0.17404738068580627,0.020751953125,-0.006591796875,0.0303955078125
1479,(hypothesis:couch OR hypothesis:eating OR hypothesis:eats OR hypothesis:sleeping OR hypothesis:swimming),0.17391304671764374,0.01300048828125,0.0225830078125,0.0087890625
1438,(hypothesis:asleep OR hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:sleeps),0.17350994050502777,0.013671875,0.01043701171875,-0.00017547607421875
1305,((NOT hypothesis:sitting) AND (hypothesis:activity OR hypothesis:martial OR hypothesis:outdoors OR hypothesis:outside)),0.17316514253616333,0.01611328125,-0.020751953125,-0.01446533203125
1735,(hypothesis:hair OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:sleeping),0.17304015159606934,0.01806640625,-0.004638671875,-0.008544921875
704,((NOT hypothesis:man) AND (NOT premise:lady) AND (hypothesis:lady OR hypothesis:outdoors OR hypothesis:outside)),0.17291414737701416,-0.0010528564453125,-0.0185546875,0.024169921875
1895,(hypothesis:black OR hypothesis:blue OR hypothesis:pink OR hypothesis:red OR hypothesis:wearing),0.17167797684669495,0.002410888671875,0.0022735595703125,-0.021240234375
441,(hypothesis:multiple OR (hypothesis:outdoors AND (NOT premise:person)) OR (hypothesis:outside AND (NOT premise:person)) OR (hypothesis:person AND (NOT premise:person))),0.17126546800136566,-0.0294189453125,0.00153350830078125,0.0103759765625
778,(premise:bikes OR (hypothesis:indoors AND (NOT hypothesis:playing)) OR (hypothesis:outdoors AND (NOT hypothesis:playing)) OR (hypothesis:outside AND (NOT hypothesis:playing))),0.1705426424741745,-0.02294921875,-0.02587890625,-0.00604248046875
2001,(hypothesis:black OR hypothesis:blue OR hypothesis:tall OR hypothesis:wearing OR hypothesis:years),0.16950853168964386,0.0172119140625,-0.0238037109375,-0.01422119140625
1398,(hypothesis:near OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:score OR premise:football),0.16915887594223022,-0.02783203125,-0.0118408203125,-0.03125
2033,((NOT premise:sits) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:greyhound)),0.16907675564289093,-0.033935546875,-0.013916015625,0.00958251953125
1214,(hypothesis:indoors OR (hypothesis:near AND (NOT premise:outside)) OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.16873705387115479,0.0341796875,-0.04833984375,-0.02392578125
1619,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:wearing)),0.1685296595096588,-0.00032806396484375,-0.0091552734375,-0.04443359375
1189,(hypothesis:black OR hypothesis:blue OR hypothesis:tall OR hypothesis:wearing OR hypothesis:white),0.1679316908121109,0.01483154296875,-0.01123046875,0.01611328125
1684,(hypothesis:asleep OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:swimming),0.1679197996854782,-0.00016689300537109375,-0.0042724609375,0.0242919921875
1936,((NOT premise:outside) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:wait)),0.16743649542331696,-0.01092529296875,-0.01104736328125,-0.0037078857421875
1567,(hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:attempt OR premise:cap),0.16514691710472107,0.00653076171875,0.025634765625,-0.00555419921875
1935,(hypothesis:microphone OR hypothesis:shirt OR hypothesis:smiling OR hypothesis:wearing OR premise:gear),0.16450215876102448,-0.00067901611328125,0.0169677734375,-0.0299072265625
541,(hypothesis:brown OR hypothesis:shirt OR hypothesis:tall OR hypothesis:wearing OR hypothesis:white),0.16380181908607483,0.00579833984375,0.0252685546875,-0.01434326171875
2006,(hypothesis:blue OR hypothesis:near OR hypothesis:shirt OR hypothesis:wearing OR premise:3),0.16330450773239136,-0.033203125,-0.0054931640625,-0.000881195068359375
1354,(hypothesis:outdoors OR hypothesis:outside OR hypothesis:present OR premise:produce OR premise:score),0.16301968693733215,-0.056640625,-0.0242919921875,-0.044921875
1132,(hypothesis:asleep OR hypothesis:eating OR hypothesis:eats OR hypothesis:nap OR hypothesis:sleeping),0.1617647111415863,-0.005157470703125,-0.0218505859375,-0.017333984375
1984,(hypothesis:asleep OR hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.16140776872634888,-0.010986328125,-0.01385498046875,0.04248046875
1917,(hypothesis:asleep OR hypothesis:human OR hypothesis:sleep OR hypothesis:sleeping OR hypothesis:sleeps),0.1613394170999527,0.03857421875,0.000675201416015625,-0.00885009765625
1893,(hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:tall OR hypothesis:wearing),0.16131621599197388,0.01092529296875,-0.00592041015625,-0.0005645751953125
1711,(hypothesis:black OR hypothesis:blue OR hypothesis:green OR hypothesis:red OR hypothesis:shirt),0.16114790737628937,-0.0035247802734375,0.0184326171875,0.032470703125
1988,(premise:beer OR (hypothesis:outdoors AND (NOT premise:person)) OR (hypothesis:outside AND (NOT premise:person)) OR (hypothesis:person AND (NOT premise:person))),0.1609620749950409,0.00180816650390625,-0.03955078125,-0.0294189453125
986,(hypothesis:vacation OR (hypothesis:home AND (NOT premise:outside)) OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.16061605513095856,-0.00101470947265625,0.0027618408203125,0.009765625
1143,(hypothesis:tv OR (hypothesis:outdoors AND (NOT hypothesis:men) AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT hypothesis:men) AND (NOT premise:outside))),0.16019417345523834,0.00665283203125,-0.022216796875,-0.0189208984375
1924,(hypothesis:asleep OR hypothesis:bathroom OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:sleeping),0.1594594568014145,0.00396728515625,-0.027587890625,-0.0101318359375
655,(hypothesis:blue OR hypothesis:cat OR hypothesis:green OR hypothesis:wearing OR hypothesis:white),0.15943491458892822,0.0106201171875,-0.00083160400390625,0.034423828125
1168,(hypothesis:blonde OR hypothesis:blue OR hypothesis:instrument OR hypothesis:wearing OR hypothesis:white),0.15867944061756134,0.015869140625,0.00244140625,0.01043701171875
1163,(hypothesis:black OR hypothesis:blue OR hypothesis:green OR hypothesis:holding OR hypothesis:wearing),0.15860214829444885,-0.00970458984375,0.02490234375,-0.01220703125
771,(hypothesis:bathroom OR hypothesis:human OR hypothesis:outdoors OR hypothesis:outside OR premise:multiple),0.158342182636261,0.0262451171875,0.01434326171875,0.0279541015625
166,(hypothesis:hair OR hypothesis:outdoors OR hypothesis:shirt OR hypothesis:tall OR hypothesis:wearing),0.15809893608093262,0.031982421875,-0.00531005859375,-0.0220947265625
694,(hypothesis:human OR (hypothesis:outdoors AND (NOT hypothesis:playing) AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT hypothesis:playing) AND (NOT premise:outside))),0.15795868635177612,-0.0166015625,-0.0302734375,-0.00439453125
1322,(hypothesis:body OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:monster),0.1573275923728943,-0.00982666015625,-0.03466796875,-0.038818359375
1197,(hypothesis:funny OR hypothesis:outdoors OR hypothesis:outside OR (hypothesis:people AND (NOT premise:people))),0.1571313440799713,0.039306640625,0.0172119140625,0.012939453125
1289,(hypothesis:indoors OR (hypothesis:outdoors AND (NOT hypothesis:playing) AND (NOT hypothesis:running)) OR (hypothesis:people AND (NOT hypothesis:playing) AND (NOT hypothesis:running))),0.15683552622795105,0.00128173828125,-0.01519775390625,0.0037841796875
1813,(hypothesis:funny OR hypothesis:outdoors OR hypothesis:tall OR (hypothesis:people AND (NOT premise:people))),0.1554878056049347,0.01544189453125,-0.0013275146484375,0.0162353515625
1674,(hypothesis:activity OR hypothesis:animal OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside),0.15548455715179443,-0.003326416015625,-0.00537109375,0.0263671875
832,(hypothesis:asleep OR hypothesis:couch OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.15547263622283936,0.013671875,0.0216064453125,0.01416015625
149,(hypothesis:cat OR hypothesis:eating OR hypothesis:eats OR hypothesis:sleeping OR hypothesis:swimming),0.1553637534379959,-0.03173828125,0.009033203125,-0.030029296875
1350,(hypothesis:moving OR hypothesis:walking OR premise:scale OR (hypothesis:people AND (NOT premise:people))),0.15520446002483368,0.046142578125,-0.01092529296875,0.04296875
994,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:present)),0.1551339328289032,0.00726318359375,0.013671875,0.0185546875
47,(hypothesis:asleep OR hypothesis:sleeping OR hypothesis:swimming OR (hypothesis:man AND (NOT premise:man))),0.15458422899246216,0.004486083984375,0.0101318359375,-0.00616455078125
303,(hypothesis:humans OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside)) OR (premise:drinking AND (NOT premise:outside))),0.15410573780536652,-0.0205078125,-0.01318359375,-0.0196533203125
1667,(hypothesis:humans OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:shoe),0.15335462987422943,-0.004058837890625,-0.01519775390625,-0.006622314453125
1196,(hypothesis:black OR hypothesis:shirt OR hypothesis:wearing OR premise:hair OR premise:plates),0.1530434787273407,-0.016357421875,0.00689697265625,0.00323486328125
1505,((NOT hypothesis:man) AND (hypothesis:outdoors OR hypothesis:people OR premise:guitar) AND (hypothesis:outdoors OR premise:guitar OR (NOT premise:people))),0.1527777761220932,0.0247802734375,0.0296630859375,-0.002685546875
744,(hypothesis:cafe OR hypothesis:eat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.15267175436019897,-0.006805419921875,0.005218505859375,0.01458740234375
1488,(hypothesis:human OR hypothesis:indoors OR hypothesis:instrument OR hypothesis:outdoors OR hypothesis:outside),0.1520165503025055,0.0169677734375,-0.0150146484375,-0.00193023681640625
15,(hypothesis:human OR hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:speaks),0.15192507207393646,-0.007415771484375,0.007659912109375,0.0164794921875
1744,(hypothesis:black OR hypothesis:hat OR hypothesis:shirt OR hypothesis:tall OR hypothesis:wearing),0.15171755850315094,-0.011962890625,-0.041748046875,-0.017333984375
105,(hypothesis:asian OR hypothesis:wearing OR hypothesis:wears OR hypothesis:white OR hypothesis:years),0.1517094075679779,0.02587890625,-0.0244140625,-0.00567626953125
866,(hypothesis:black OR hypothesis:blue OR hypothesis:cat OR hypothesis:eating OR hypothesis:wearing),0.15154264867305756,-0.004119873046875,-0.0015411376953125,-0.007537841796875
292,(hypothesis:inside OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:sleeping OR hypothesis:sleeps),0.15148699283599854,-0.0162353515625,-0.00921630859375,0.00421142578125
1148,(hypothesis:2 OR (hypothesis:outdoors AND (NOT hypothesis:playing)) OR (hypothesis:outside AND (NOT hypothesis:playing)) OR (hypothesis:years AND (NOT hypothesis:playing))),0.15124154090881348,0.0184326171875,0.0191650390625,-0.016845703125
230,(hypothesis:asleep OR hypothesis:nap OR hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping),0.1510574072599411,0.0033416748046875,0.01239013671875,-0.0262451171875
1231,(hypothesis:cat OR hypothesis:eating OR hypothesis:eats OR hypothesis:sleeping OR hypothesis:sleeps),0.15102040767669678,-0.0281982421875,0.00469970703125,0.0012664794921875
1360,(premise:captured OR (hypothesis:humans AND (NOT hypothesis:group) AND (NOT premise:black)) OR (hypothesis:people AND (NOT hypothesis:group) AND (NOT premise:black))),0.15100154280662537,-0.02685546875,-0.01544189453125,-0.040283203125
57,(hypothesis:asleep OR hypothesis:blue OR hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping),0.1504739373922348,0.0155029296875,-0.015625,0.00109100341796875
14,(hypothesis:hair OR hypothesis:outdoors OR hypothesis:shirt OR hypothesis:wearing OR premise:3),0.15033946931362152,-0.01007080078125,0.0084228515625,-0.0155029296875
1394,(hypothesis:cake OR hypothesis:eating OR hypothesis:sits OR (hypothesis:man AND (NOT premise:man))),0.15032680332660675,-0.0220947265625,-0.00872802734375,-0.0247802734375
171,(hypothesis:asleep OR hypothesis:moon OR hypothesis:nap OR hypothesis:sleeping OR hypothesis:swimming),0.1498599499464035,0.0030059814453125,0.043212890625,0.018798828125
631,((NOT premise:outside) AND (NOT premise:wearing) AND (hypothesis:near OR hypothesis:outside OR hypothesis:present)),0.14952152967453003,0.00927734375,-0.0162353515625,0.01458740234375
30,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:inside OR hypothesis:outdoors OR hypothesis:outside)),0.14926931262016296,0.001617431640625,-0.0087890625,0.015380859375
133,(hypothesis:moving OR (hypothesis:outdoors AND (NOT premise:wearing)) OR (hypothesis:outside AND (NOT premise:wearing)) OR (hypothesis:wet AND (NOT premise:wearing))),0.14881622791290283,-0.004364013671875,0.0177001953125,0.0020599365234375
482,(hypothesis:moving OR (hypothesis:indoors AND (NOT hypothesis:playing)) OR (hypothesis:outdoors AND (NOT hypothesis:playing)) OR (hypothesis:outside AND (NOT hypothesis:playing))),0.14855876564979553,0.0225830078125,-0.03369140625,0.037109375
513,(hypothesis:camera OR hypothesis:near OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:smiling),0.14825046062469482,-0.050537109375,0.017822265625,0.040283203125
1638,(hypothesis:shirt OR hypothesis:tall OR hypothesis:uniform OR hypothesis:wearing OR premise:individuals),0.14822770655155182,-0.021728515625,-0.0038604736328125,0.013916015625
623,(hypothesis:near OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:sitting OR hypothesis:standing),0.14819850027561188,0.0380859375,-0.0184326171875,0.0283203125
1529,((NOT premise:lady) AND (hypothesis:cat OR hypothesis:swimming OR hypothesis:woman) AND (hypothesis:cat OR hypothesis:swimming OR (NOT premise:woman))),0.14800000190734863,0.00119781494140625,-0.00836181640625,-0.01446533203125
1974,(hypothesis:blue OR hypothesis:present OR hypothesis:wearing OR premise:carry OR premise:year),0.14784632623195648,0.028564453125,0.004974365234375,0.024658203125
1547,(hypothesis:activity OR hypothesis:near OR hypothesis:outdoors OR hypothesis:outside OR premise:cobblestone),0.1474296748638153,-0.00262451171875,-0.01904296875,-0.03564453125
1506,((NOT hypothesis:playing) AND (hypothesis:human OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:wet)),0.1472868174314499,-0.0262451171875,-0.00201416015625,-0.00531005859375
1235,(hypothesis:asleep OR hypothesis:present OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:sleeps),0.14726507663726807,0.0224609375,-0.004150390625,-0.0198974609375
1539,(hypothesis:asleep OR hypothesis:eating OR hypothesis:nap OR hypothesis:sleeping OR hypothesis:sleeps),0.1472148597240448,-0.00860595703125,-0.01116943359375,-0.002655029296875
634,((NOT premise:outside) AND (hypothesis:near OR hypothesis:object OR hypothesis:outdoors OR hypothesis:outside)),0.14699570834636688,0.0272216796875,-0.0284423828125,-0.037841796875
963,(hypothesis:indoors OR hypothesis:outside OR hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:tall),0.14690983295440674,-0.003387451171875,-0.026123046875,-0.01361083984375
1951,(hypothesis:black OR hypothesis:green OR hypothesis:red OR hypothesis:wearing OR premise:leans),0.1468254029750824,0.009765625,0.003997802734375,-0.010009765625
1948,(hypothesis:black OR hypothesis:blue OR hypothesis:green OR hypothesis:red OR hypothesis:wearing),0.1468064785003662,-0.00090789794921875,0.009765625,-0.0062255859375
386,((NOT premise:person) AND (hypothesis:people OR hypothesis:person OR hypothesis:sad) AND (hypothesis:person OR hypothesis:sad OR (NOT premise:people))),0.14650283753871918,-0.021240234375,-0.0274658203125,-0.0181884765625
162,(hypothesis:human OR (hypothesis:people AND (NOT premise:people) AND (NOT premise:person)) OR (hypothesis:person AND (NOT premise:people) AND (NOT premise:person))),0.14624881744384766,-0.00019073486328125,0.0189208984375,0.0023651123046875
1453,((NOT premise:women) AND (hypothesis:adults OR hypothesis:woman OR hypothesis:women) AND (hypothesis:adults OR hypothesis:women OR (NOT premise:woman))),0.14605262875556946,-0.006103515625,-0.01312255859375,0.02490234375
184,(hypothesis:light OR hypothesis:shirt OR hypothesis:tall OR hypothesis:wearing OR premise:sky),0.14603175222873688,0.01171875,0.01312255859375,-0.0052490234375
2018,((NOT premise:sitting) AND (hypothesis:asleep OR hypothesis:sitting OR hypothesis:sleeping OR hypothesis:swimming)),0.14597700536251068,0.01177978515625,-0.00885009765625,0.005828857421875
478,(hypothesis:bed OR hypothesis:cat OR hypothesis:eating OR hypothesis:eats OR hypothesis:swimming),0.1458607167005539,-0.031982421875,-0.00946044921875,-0.0142822265625
153,(hypothesis:asleep OR hypothesis:eating OR hypothesis:eats OR hypothesis:sleeping OR hypothesis:swimming),0.1458333283662796,0.0089111328125,0.00128936767578125,-0.0012359619140625
80,(hypothesis:activity OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.14575865864753723,-0.03515625,0.0150146484375,-0.027099609375
1531,(hypothesis:enjoying OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:tall OR hypothesis:wet),0.1456611603498459,-0.01385498046875,0.000659942626953125,0.01708984375
1938,(hypothesis:outdoors OR hypothesis:outside OR hypothesis:riding OR premise:boxing OR premise:sell),0.14561234414577484,-0.0255126953125,-0.001983642578125,-0.01470947265625
2020,(hypothesis:cat OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming OR premise:concert),0.14496314525604248,-0.0086669921875,-0.0166015625,0.020263671875
